#gid	GOTERM_BP_FAT	GOTERM_CC_FAT	GOTERM_MF_FAT	INTERPRO	KEGG_PATHWAY
PDLIM3	GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0007010~cytoskeleton organization;GO:0007015~actin filament organization	GO:0005730~nucleolus;GO:0030016~myofibril	NA	NA	NA
SRPX2	NA	GO:0005576~extracellular region	NA	IPR000436:Sushi/SCR/CCP;IPR016060:Complement control module	NA
MYC	GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0009314~response to radiation;GO:0042981~regulation of apoptosis;GO:0030262~apoptotic nuclear changes;GO:0006873~cellular ion homeostasis;GO:0043065~positive regulation of apoptosis;GO:0043067~regulation of programmed cell death;GO:0008284~positive regulation of cell proliferation;GO:0030003~cellular cation homeostasis;GO:0050801~ion homeostasis;GO:0051726~regulation of cell cycle;GO:0012501~programmed cell death;GO:0055080~cation homeostasis;GO:0019725~cellular homeostasis;GO:0048568~embryonic organ development;GO:0008629~induction of apoptosis by intracellular signals;GO:0008283~cell proliferation;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0043066~negative regulation of apoptosis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0048705~skeletal system morphogenesis;GO:0006879~cellular iron ion homeostasis;GO:0001501~skeletal system development;GO:0008219~cell death;GO:0042592~homeostatic process;GO:0016265~death;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death;GO:0010033~response to organic substance;GO:0006915~apoptosis;GO:0055072~iron ion homeostasis;GO:0043085~positive regulation of catalytic activity;GO:0010942~positive regulation of cell death;GO:0055082~cellular chemical homeostasis;GO:0009628~response to abiotic stimulus;GO:0048878~chemical homeostasis;GO:0043068~positive regulation of programmed cell death;GO:0010941~regulation of cell death;GO:0044093~positive regulation of molecular function;GO:0042127~regulation of cell proliferation	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	NA	hsa05220:Chronic myeloid leukemia;hsa04012:ErbB signaling pathway;hsa04010:MAPK signaling pathway
RCAN1	GO:0008015~blood circulation;GO:0010033~response to organic substance;GO:0009725~response to hormone stimulus;GO:0043627~response to estrogen stimulus;GO:0009628~response to abiotic stimulus;GO:0045596~negative regulation of cell differentiation;GO:0048545~response to steroid hormone stimulus;GO:0019220~regulation of phosphate metabolic process;GO:0007517~muscle organ development;GO:0051174~regulation of phosphorus metabolic process;GO:0003013~circulatory system process;GO:0009719~response to endogenous stimulus	NA	GO:0003700~transcription factor activity	NA	NA
JUND	GO:0001501~skeletal system development;GO:0045669~positive regulation of osteoblast differentiation;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process	NA	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor;IPR011616:bZIP transcription factor, bZIP-1	hsa04010:MAPK signaling pathway
SDS	GO:0016051~carbohydrate biosynthetic process;GO:0046394~carboxylic acid biosynthetic process;GO:0034637~cellular carbohydrate biosynthetic process;GO:0016053~organic acid biosynthetic process	NA	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
PIM1	GO:0045859~regulation of protein kinase activity;GO:0051329~interphase of mitotic cell cycle;GO:0022403~cell cycle phase;GO:0000082~G1/S transition of mitotic cell cycle;GO:0042981~regulation of apoptosis;GO:0042325~regulation of phosphorylation;GO:0000079~regulation of cyclin-dependent protein kinase activity;GO:0051347~positive regulation of transferase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0045860~positive regulation of protein kinase activity;GO:0051338~regulation of transferase activity;GO:0043085~positive regulation of catalytic activity;GO:0043067~regulation of programmed cell death;GO:0051325~interphase;GO:0051726~regulation of cell cycle;GO:0008283~cell proliferation;GO:0045787~positive regulation of cell cycle;GO:0043066~negative regulation of apoptosis;GO:0019220~regulation of phosphate metabolic process;GO:0045737~positive regulation of cyclin-dependent protein kinase activity;GO:0010941~regulation of cell death;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death	GO:0005886~plasma membrane	NA	NA	NA
ADAMTS1	GO:0048511~rhythmic process;GO:0008285~negative regulation of cell proliferation;GO:0042127~regulation of cell proliferation	GO:0031982~vesicle;GO:0031012~extracellular matrix;GO:0031410~cytoplasmic vesicle;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0030246~carbohydrate binding;GO:0005539~glycosaminoglycan binding;GO:0008201~heparin binding;GO:0030247~polysaccharide binding;GO:0001871~pattern binding	IPR010294:ADAM-TS Spacer 1;IPR006025:Peptidase M, neutral zinc metallopeptidases, zinc-binding site;IPR013273:Peptidase M12B, ADAM-TS;IPR000884:Thrombospondin, type 1 repeat	NA
NEDD9	GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0007010~cytoskeleton organization;GO:0040008~regulation of growth;GO:0007155~cell adhesion;GO:0022403~cell cycle phase;GO:0007015~actin filament organization;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
PANX1	GO:0010033~response to organic substance;GO:0001817~regulation of cytokine production;GO:0051240~positive regulation of multicellular organismal process;GO:0001819~positive regulation of cytokine production	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	GO:0046983~protein dimerization activity	NA	NA
IER3	GO:0012501~programmed cell death;GO:0043066~negative regulation of apoptosis;GO:0042981~regulation of apoptosis;GO:0010941~regulation of cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0043067~regulation of programmed cell death;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death	NA	NA	NA	NA
SDC4	GO:0045859~regulation of protein kinase activity;GO:0042325~regulation of phosphorylation;GO:0019220~regulation of phosphate metabolic process;GO:0051347~positive regulation of transferase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0045860~positive regulation of protein kinase activity;GO:0044093~positive regulation of molecular function;GO:0043085~positive regulation of catalytic activity;GO:0043549~regulation of kinase activity;GO:0033674~positive regulation of kinase activity	GO:0005887~integral to plasma membrane;GO:0045121~membrane raft;GO:0030016~myofibril;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0009986~cell surface	NA	NA	hsa04512:ECM-receptor interaction
RSAD2	GO:0006952~defense response;GO:0002252~immune effector process;GO:0006955~immune response	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
GPR4	NA	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
ANPEP	GO:0001944~vasculature development;GO:0001525~angiogenesis;GO:0048514~blood vessel morphogenesis;GO:0001568~blood vessel development	GO:0031982~vesicle;GO:0005887~integral to plasma membrane;GO:0031988~membrane-bounded vesicle;GO:0044459~plasma membrane part;GO:0031983~vesicle lumen;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0005625~soluble fraction	GO:0042277~peptide binding	IPR006025:Peptidase M, neutral zinc metallopeptidases, zinc-binding site	hsa04640:Hematopoietic cell lineage
IL1R2	GO:0006955~immune response	NA	GO:0019955~cytokine binding;GO:0019966~interleukin-1 binding;GO:0004908~interleukin-1 receptor activity;GO:0019838~growth factor binding	IPR015621:Interleukin-1 receptor;IPR004074:Interleukin-1 receptor, type I and type II;IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	hsa04060:Cytokine-cytokine receptor interaction;hsa04010:MAPK signaling pathway;hsa04640:Hematopoietic cell lineage
WDR43	NA	GO:0005730~nucleolus	NA	NA	NA
CCL21	GO:0006952~defense response;GO:0007626~locomotory behavior;GO:0006955~immune response;GO:0009611~response to wounding;GO:0042330~taxis;GO:0006935~chemotaxis;GO:0006954~inflammatory response	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	hsa04060:Cytokine-cytokine receptor interaction
LILRA5	GO:0006955~immune response	GO:0005576~extracellular region	NA	NA	NA
EVA1C	NA	NA	GO:0030246~carbohydrate binding	NA	NA
FGL2	NA	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
CAPG	GO:0032535~regulation of cellular component size;GO:0043254~regulation of protein complex assembly;GO:0032271~regulation of protein polymerization	GO:0031982~vesicle;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	NA
HAS1	GO:0016051~carbohydrate biosynthetic process;GO:0007155~cell adhesion;GO:0000271~polysaccharide biosynthetic process;GO:0022610~biological adhesion	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	NA	IPR001173:Glycosyl transferase, family 2	NA
WEE1	GO:0022403~cell cycle phase	NA	NA	NA	NA
PTGFRN	NA	NA	NA	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
TPPP	GO:0007010~cytoskeleton organization;GO:0043254~regulation of protein complex assembly;GO:0032271~regulation of protein polymerization;GO:0051258~protein polymerization;GO:0032273~positive regulation of protein polymerization	GO:0005625~soluble fraction	NA	NA	NA
AQP3	GO:0007584~response to nutrient;GO:0033273~response to vitamin;GO:0031667~response to nutrient levels;GO:0033189~response to vitamin A;GO:0009991~response to extracellular stimulus;GO:0002684~positive regulation of immune system process	GO:0005886~plasma membrane;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
NAMPT	GO:0008284~positive regulation of cell proliferation;GO:0042127~regulation of cell proliferation	NA	GO:0016763~transferase activity, transferring pentosyl groups	NA	hsa00760:Nicotinate and nicotinamide metabolism
CKB	GO:0050801~ion homeostasis;GO:0019725~cellular homeostasis;GO:0042592~homeostatic process;GO:0055082~cellular chemical homeostasis;GO:0006873~cellular ion homeostasis;GO:0048878~chemical homeostasis	NA	NA	NA	NA
MAFF	NA	NA	GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor	NA
IL1RL1	GO:0006952~defense response;GO:0045087~innate immune response;GO:0006955~immune response;GO:0009968~negative regulation of signal transduction	GO:0005886~plasma membrane;GO:0009986~cell surface;GO:0005576~extracellular region;GO:0016323~basolateral plasma membrane;GO:0044459~plasma membrane part	GO:0019955~cytokine binding;GO:0019966~interleukin-1 binding;GO:0004908~interleukin-1 receptor activity;GO:0019838~growth factor binding	IPR004075:Interleukin-1 receptor, type I/Toll precursor;IPR015621:Interleukin-1 receptor;IPR004074:Interleukin-1 receptor, type I and type II;IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
RGS3	GO:0045859~regulation of protein kinase activity;GO:0051348~negative regulation of transferase activity;GO:0042325~regulation of phosphorylation;GO:0019220~regulation of phosphate metabolic process;GO:0006469~negative regulation of protein kinase activity;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0043549~regulation of kinase activity;GO:0033673~negative regulation of kinase activity;GO:0009968~negative regulation of signal transduction	GO:0005886~plasma membrane	NA	NA	NA
SLC2A4	GO:0042592~homeostatic process;GO:0048878~chemical homeostasis	GO:0031982~vesicle;GO:0030141~secretory granule;GO:0005887~integral to plasma membrane;GO:0031410~cytoplasmic vesicle;GO:0031988~membrane-bounded vesicle;GO:0044459~plasma membrane part;GO:0031226~intrinsic to plasma membrane;GO:0005886~plasma membrane;GO:0009986~cell surface;GO:0005625~soluble fraction;GO:0016023~cytoplasmic membrane-bounded vesicle	NA	NA	NA
RYR3	GO:0006874~cellular calcium ion homeostasis;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055082~cellular chemical homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0042592~homeostatic process;GO:0006873~cellular ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis	NA	GO:0005509~calcium ion binding	NA	NA
CRIP1	GO:0008283~cell proliferation	NA	NA	NA	NA
CRY1	GO:0048511~rhythmic process	NA	NA	NA	NA
HSPB8	GO:0008219~cell death;GO:0009628~response to abiotic stimulus;GO:0016265~death	NA	NA	NA	NA
LBP	GO:0010033~response to organic substance;GO:0002675~positive regulation of acute inflammatory response;GO:0002263~cell activation during immune response;GO:0050727~regulation of inflammatory response;GO:0002252~immune effector process;GO:0006955~immune response;GO:0009611~response to wounding;GO:0006953~acute-phase response;GO:0050865~regulation of cell activation;GO:0001817~regulation of cytokine production;GO:0006952~defense response;GO:0002526~acute inflammatory response;GO:0050867~positive regulation of cell activation;GO:0009617~response to bacterium;GO:0032496~response to lipopolysaccharide;GO:0006954~inflammatory response;GO:0032103~positive regulation of response to external stimulus;GO:0002366~leukocyte activation during immune response;GO:0050829~defense response to Gram-negative bacterium;GO:0051240~positive regulation of multicellular organismal process;GO:0032101~regulation of response to external stimulus;GO:0002237~response to molecule of bacterial origin;GO:0045087~innate immune response;GO:0001819~positive regulation of cytokine production;GO:0002684~positive regulation of immune system process	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
